route_id,service_id,trip_id,direction_id,shape_id
"006","30_317626","30_753492","0","2967183653"
"006","30_317626","30_753493","0","2967183653"
"006","30_317626","30_753494","0","2967183653"
"006","30_317626","30_753495","0","2967183653"
"006","30_317626","30_753496","0","2967183653"
"006","30_317626","30_753497","0","2967183653"
"006","30_317626","30_753498","0","2967183653"
"006","30_317626","30_753499","0","2967183653"
"006","30_317626","30_753500","0","2967183653"
"006","30_317626","30_753501","0","2967183653"
"006","30_317626","30_753502","0","2967183653"
"006","30_317626","30_753503","0","2967183653"
"006","30_317626","30_753504","0","2967183653"
"006","30_317626","30_753505","1","2081564073"
"006","30_317626","30_753506","1","2081564073"
"006","30_317626","30_753507","1","3156433597"
"006","30_317626","30_753508","1","3156433597"
"006","30_317626","30_753509","1","3156433597"
"006","30_317626","30_753510","1","3156433597"
"006","30_317626","30_753511","1","3156433597"
"006","30_317626","30_753512","1","3156433597"
"006","30_317626","30_753513","1","3156433597"
"006","30_317626","30_753514","1","3156433597"
"006","30_317626","30_753515","1","3156433597"
"006","30_317626","30_753516","1","3156433597"
"006","30_317626","30_753517","1","3156433597"
"006","30_317626","30_753518","1","3156433597"
"006","30_317626","30_753519","1","3156433597"
"006","30_317626","30_753520","1","3156433597"
"006","30_317626","30_753521","1","3156433597"
"006","30_317626","30_753522","1","3156433597"
"006","30_317626","30_753523","1","3156433597"
"006","30_317626","30_753524","1","3156433597"
"006","30_317626","30_753525","1","3156433597"
"006","30_317626","30_753526","1","3156433597"
"006","30_317626","30_753527","1","3156433597"
"006","30_317626","30_753528","1","3156433597"
"006","30_317626","30_753529","1","3156433597"
"006","30_317626","30_753530","1","3156433597"
"006","30_317626","30_753531","1","3156433597"
"006","30_317626","30_753532","1","3156433597"
"006","30_317626","30_753533","1","3156433597"
"006","30_317626","30_753534","1","3156433597"
"006","30_317626","30_753535","1","3156433597"
"006","30_317626","30_753536","1","3156433597"
"006","30_317626","30_753537","1","3156433597"
"006","30_317626","30_753538","1","3156433597"
"006","30_318293","30_755109","1","3156433597"
"006","30_318293","30_755110","1","3156433597"
"006","30_318293","30_755111","1","3156433597"
"006","30_318293","30_755112","1","3156433597"
"006","30_318293","30_755113","0","2967183653"
"006","30_318293","30_755114","0","2967183653"
"006","30_318293","30_755115","0","2967183653"
"006","30_318293","30_755116","0","2967183653"
"007","30_317199","30_752633","0","3169305362"
"007","30_317199","30_752634","0","3169305362"
"007","30_317199","30_752635","0","3169305362"
"007","30_317199","30_752636","0","3169305362"
"007","30_317199","30_752637","0","1095396777"
"007","30_317199","30_752638","0","3169305362"
"007","30_317199","30_752639","0","3169305362"
"007","30_317199","30_752640","1","2353375414"
"007","30_317199","30_752641","1","1613207467"
"007","30_317199","30_752642","1","1613207467"
"007","30_317199","30_752643","1","1613207467"
"007","30_317199","30_752644","1","1613207467"
"007","30_317199","30_752645","1","1613207467"
"007","30_317199","30_752646","1","1613207467"
"007","30_317199","30_752647","1","1613207467"
"007","30_317199","30_752648","1","1613207467"
"007","30_317199","30_752649","1","2353375414"
"007","30_317199","30_752650","1","1613207467"
"007","30_317199","30_752651","1","1613207467"
"007","30_317199","30_752652","1","1613207467"
"007","30_317199","30_752653","1","1613207467"
"007","30_317199","30_752654","1","1613207467"
"007","30_317199","30_752655","1","1613207467"
"007","30_317197","30_752789","0","3169305362"
"007","30_317197","30_752790","0","3169305362"
"007","30_317197","30_752791","0","3169305362"
"007","30_317197","30_752792","0","3169305362"
"007","30_318275","30_753112","0","3169305362"
"007","30_318275","30_753113","0","3169305362"
"007","30_318275","30_753114","0","3169305362"
"007","30_318275","30_753115","0","3169305362"
"007","30_318275","30_753116","0","1095396777"
"007","30_318275","30_753117","0","3169305362"
"007","30_318275","30_753118","0","3169305362"
"007","30_318275","30_753119","1","2353375414"
"007","30_318275","30_753145","0","3169305362"
"007","30_317200","30_754265","0","1095396777"
"007","30_317200","30_754266","0","3169305362"
"007","30_317200","30_754267","1","1613207467"
"007","30_317200","30_754280","1","1613207467"
"007","30_317400","30_754298","0","3169305362"
"007","30_317400","30_754299","0","3169305362"
"007","30_317400","30_754300","0","3169305362"
"007","30_317400","30_754301","0","3169305362"
"007","30_317400","30_754325","1","1613207467"
"007","30_317400","30_754326","1","1613207467"
"007","30_317400","30_754327","1","1613207467"
"007","30_317400","30_754328","1","1613207467"
"007","30_317400","30_754329","1","1613207467"
"007","30_317400","30_754330","1","1613207467"
"007","30_317400","30_754331","1","1613207467"
"007","30_317400","30_754332","1","1613207467"
"007","30_317400","30_754333","1","1613207467"
"007","30_317400","30_754334","1","1613207467"
"007","30_317399","30_754942","0","3169305362"
"007","30_317399","30_754943","0","3169305362"
"007","30_317399","30_754944","0","3169305362"
"007","30_317399","30_754945","0","3169305362"
"007","30_317399","30_754962","1","1613207467"
"007","30_317399","30_754963","1","1613207467"
"007","30_317399","30_754964","1","1613207467"
"007","30_317399","30_754965","1","1613207467"
"007","30_317399","30_754966","1","1613207467"
"007","30_317399","30_754967","1","1613207467"
"007","30_317399","30_754968","1","1613207467"
"007","30_317399","30_754969","1","1613207467"
"007","30_317399","30_754970","1","1613207467"
"007","30_317399","30_754971","1","1613207467"
"007","30_317399","30_754972","1","1613207467"
"007","30_317399","30_754973","1","1613207467"
"007","30_317399","30_754974","1","1613207467"
"007","30_317399","30_754975","1","1613207467"
"008","30_316970","30_752292","0","2743120721"
"008","30_316970","30_752293","0","2743120721"
"008","30_316970","30_752294","0","2743120721"
"008","30_316970","30_752295","1","3246090974"
"008","30_316970","30_752296","1","3246090974"
"008","30_316970","30_752297","1","3246090974"
"008","30_316970","30_752467","0","728133512"
"008","30_316970","30_752468","0","728133512"
"008","30_316970","30_752469","0","728133512"
"008","30_316970","30_752470","0","728133512"
"008","30_316970","30_752471","0","728133512"
"008","30_316970","30_752472","1","1715676410"
"008","30_316970","30_752473","1","1715676410"
"008","30_316970","30_752474","1","1715676410"
"008","30_316970","30_752475","1","1715676410"
"008","30_316972","30_752728","0","2997124728"
"008","30_316972","30_752729","1","552286331"
"008","30_316972","30_752730","1","552286331"
"008","30_316972","30_752747","1","1438449365"
"008","30_317473","30_753079","0","728133512"
"008","30_317473","30_753080","0","728133512"
"008","30_317473","30_753081","0","728133512"
"008","30_317473","30_753082","0","728133512"
"008","30_317473","30_753083","0","728133512"
"008","30_317473","30_753084","0","728133512"
"008","30_317473","30_753085","1","1715676410"
"008","30_317473","30_753086","1","1715676410"
"008","30_317473","30_753087","1","1715676410"
"008","30_317473","30_753088","1","1715676410"
"008","30_317473","30_753089","1","1715676410"
"008","30_317473","30_753090","1","1715676410"
"008","30_317473","30_753091","1","1715676410"
"008","30_317473","30_753092","1","1715676410"
"008","30_317473","30_753093","1","1715676410"
"008","30_317473","30_753094","1","1715676410"
"008","30_317473","30_753095","1","1715676410"
"008","30_317473","30_753096","1","1715676410"
"008","30_317473","30_753097","1","1715676410"
"008","30_317473","30_753098","1","1715676410"
"008","30_317473","30_753099","1","1715676410"
"008","30_317473","30_753100","0","728133512"
"008","30_317473","30_753101","0","728133512"
"008","30_317473","30_753102","0","728133512"
"008","30_317473","30_753103","0","728133512"
"008","30_317473","30_753104","0","2743120721"
"008","30_317473","30_753105","1","1715676410"
"008","30_317473","30_753106","1","1715676410"
"008","30_317473","30_753107","1","1715676410"
"008","30_317473","30_753108","1","3246090974"
"008","30_317473","30_753109","0","728133512"
"008","30_316971","30_753227","1","1715676410"
"008","30_316971","30_753228","0","728133512"
"008","30_316971","30_753229","0","728133512"
"008","30_316971","30_753230","0","728133512"
"008","30_316971","30_753231","1","1715676410"
"008","30_316971","30_753232","1","1715676410"
"008","30_316971","30_753233","1","1715676410"
"008","30_316971","30_753234","1","3246090974"
"008","30_316971","30_753235","0","2743120721"
"008","30_316971","30_753236","0","2743120721"
"008","30_316971","30_753237","0","2743120721"
"008","30_316971","30_753238","0","2743120721"
"008","30_316971","30_753239","0","2743120721"
"008","30_316971","30_753248","1","1715676410"
"008","30_317473","30_754160","0","728133512"
"008","30_317473","30_754161","0","728133512"
"008","30_317473","30_754162","0","728133512"
"008","30_317473","30_754163","0","728133512"
"008","30_317473","30_754164","0","728133512"
"008","30_317665","30_754261","0","421649308"
"008","30_317665","30_754262","1","751140391"
"008","30_317665","30_754263","1","405661729"
"008","30_316982","30_754268","0","421649308"
"008","30_316982","30_754269","1","1715676410"
"008","30_316982","30_754281","1","771588338"
"008","30_316970","30_754778","0","728133512"
"008","30_316970","30_754779","0","728133512"
"008","30_316970","30_754780","1","1715676410"
"008","30_316970","30_754781","1","1715676410"
"008","30_316970","30_754782","1","1715676410"
"009","30_316771","30_752440","0","2339056768"
"009","30_316771","30_752441","1","3238341579"
"009","30_316771","30_752442","0","1887844256"
"009","30_316771","30_752443","0","46104745"
"009","30_316771","30_752444","0","46104745"
"009","30_316769","30_752900","0","177253125"
"009","30_316769","30_752901","0","177253125"
"009","30_316769","30_752902","0","177253125"
"009","30_316769","30_752903","0","177253125"
"009","30_316769","30_752904","0","177253125"
"009","30_316769","30_752905","0","177253125"
"009","30_316769","30_752906","0","177253125"
"009","30_316769","30_752907","0","177253125"
"009","30_316769","30_752908","0","177253125"
"009","30_316769","30_752909","0","177253125"
"009","30_316769","30_752910","0","177253125"
"009","30_316769","30_752911","0","177253125"
"009","30_316769","30_752912","0","177253125"
"009","30_316769","30_752913","0","177253125"
"009","30_316769","30_752914","0","177253125"
"009","30_316769","30_752915","0","177253125"
"009","30_316769","30_752916","0","177253125"
"009","30_316769","30_752917","0","177253125"
"009","30_316769","30_752918","0","177253125"
"009","30_316769","30_752919","0","177253125"
"009","30_316769","30_752920","0","177253125"
"009","30_316769","30_752921","0","177253125"
"009","30_316769","30_752922","0","177253125"
"009","30_316769","30_752923","0","3921097937"
"009","30_316769","30_752924","0","177253125"
"009","30_316769","30_752925","1","3335176543"
"009","30_316769","30_752926","1","3238341579"
"009","30_316769","30_752927","1","3238341579"
"009","30_316769","30_752928","1","3238341579"
"009","30_316769","30_752929","1","3335176543"
"009","30_316769","30_752930","1","1614333674"
"009","30_316769","30_752931","1","1614333674"
"009","30_316769","30_752932","1","1614333674"
"009","30_316769","30_752933","1","1614333674"
"009","30_316769","30_752934","1","1614333674"
"009","30_316769","30_752935","1","1614333674"
"009","30_316769","30_752936","1","1614333674"
"009","30_316769","30_752937","1","1614333674"
"009","30_316769","30_752938","1","1614333674"
"009","30_316769","30_752939","1","1614333674"
"009","30_316769","30_752940","1","1614333674"
"009","30_316769","30_752941","1","1614333674"
"009","30_316769","30_752942","1","1614333674"
"009","30_316769","30_752943","1","1614333674"
"009","30_316769","30_752944","1","1614333674"
"009","30_316769","30_752945","1","1614333674"
"009","30_316769","30_752946","1","1614333674"
"009","30_316769","30_752947","1","1614333674"
"009","30_316769","30_752948","1","1614333674"
"009","30_316769","30_752949","1","1614333674"
"009","30_316769","30_752950","1","1614333674"
"009","30_316769","30_753268","1","1614333674"
"009","30_316769","30_753269","1","1614333674"
"009","30_316769","30_753270","0","3756684668"
"009","30_316769","30_753271","0","3756684668"
"009","30_316770","30_753587","1","3335176543"
"009","30_316770","30_753588","1","1614333674"
"009","30_316770","30_753589","1","1614333674"
"009","30_316770","30_753590","1","1614333674"
"009","30_316770","30_753591","1","1614333674"
"009","30_316770","30_753592","1","1614333674"
"009","30_316770","30_753593","1","1614333674"
"009","30_316770","30_753594","1","1614333674"
"009","30_316770","30_753595","1","1614333674"
"009","30_316770","30_753596","1","1614333674"
"009","30_316770","30_753597","1","1614333674"
"009","30_316770","30_753598","1","3238341579"
"009","30_316770","30_753599","1","3238341579"
"009","30_316770","30_753600","0","177253125"
"009","30_316770","30_753601","0","177253125"
"009","30_316770","30_753602","0","177253125"
"009","30_316770","30_753603","0","177253125"
"009","30_316770","30_753604","0","177253125"
"009","30_316770","30_753605","0","177253125"
"009","30_316770","30_753606","0","177253125"
"009","30_316770","30_753607","0","177253125"
"009","30_316770","30_753608","0","177253125"
"009","30_316770","30_753609","0","177253125"
"009","30_316770","30_753610","0","3756684668"
"009","30_316770","30_753611","0","177253125"
"009","30_316781","30_753918","1","3835949123"
"009","30_316795","30_754042","0","3756684668"
"009","30_316795","30_754043","1","3835949123"
"009","30_316771","30_754507","1","3238341579"
"009","30_316771","30_754809","1","2365408020"
"009","30_316771","30_754810","1","2133994093"
"009","30_316771","30_754811","1","1280960384"
"00A","30_316563","30_753199","1","1943039084"
"00A","30_316563","30_753200","1","1943039084"
"00A","30_316563","30_753201","1","1943039084"
"00A","30_316563","30_753202","1","1943039084"
"00A","30_316563","30_753203","1","1943039084"
"00A","30_316563","30_753204","1","1943039084"
"00A","30_316563","30_753205","1","1943039084"
"00A","30_316563","30_753206","1","1943039084"
"00A","30_316563","30_753207","0","1181205478"
"00A","30_316563","30_753208","0","1181205478"
"00A","30_316563","30_753209","0","1181205478"
"00A","30_316563","30_753210","0","1181205478"
"00A","30_316563","30_753211","0","1181205478"
"00A","30_316563","30_753212","0","1181205478"
"00A","30_316563","30_753213","0","1181205478"
"00A","30_316563","30_753214","0","1181205478"
"00B","30_316564","30_753215","0","2683374451"
"00B","30_316564","30_753216","0","2683374451"
"00B","30_316564","30_753217","0","2683374451"
"00B","30_316564","30_753218","0","2683374451"
"00B","30_316564","30_753219","0","2683374451"
"00B","30_316564","30_753220","0","2683374451"
"00B","30_316564","30_753221","0","2683374451"
"00B","30_316564","30_753222","0","2683374451"
"00B","30_316564","30_753223","0","2683374451"
"00B","30_316564","30_753224","0","2683374451"
"00B","30_316564","30_753225","0","2683374451"
"00B","30_316564","30_753226","0","2683374451"
"010","30_315925","30_751971","1","2122747477"
"010","30_315925","30_751972","1","2122747477"
"010","30_315925","30_751973","1","2122747477"
"010","30_315925","30_751974","0","313466571"
"010","30_315925","30_751975","0","313466571"
"010","30_315925","30_751976","0","313466571"
"010","30_315925","30_751977","0","313466571"
"010","30_315925","30_751978","0","313466571"
"010","30_315719","30_752476","1","2122747477"
"010","30_315719","30_752477","1","2122747477"
"010","30_315719","30_752478","1","2122747477"
"010","30_315719","30_752479","1","2122747477"
"010","30_315719","30_752480","1","2122747477"
"010","30_315719","30_752481","1","2122747477"
"010","30_315719","30_752482","1","2122747477"
"010","30_315719","30_752483","1","2122747477"
"010","30_315719","30_752484","1","2122747477"
"010","30_315719","30_752485","1","2122747477"
"010","30_315719","30_752486","1","2122747477"
"010","30_315719","30_752487","1","2122747477"
"010","30_315719","30_752488","1","2122747477"
"010","30_315719","30_752489","1","2122747477"
"010","30_315719","30_752490","1","2122747477"
"010","30_315719","30_752491","1","2122747477"
"010","30_315719","30_752492","1","2122747477"
"010","30_315719","30_752493","1","2122747477"
"010","30_315719","30_752494","1","2122747477"
"010","30_315719","30_752495","1","2122747477"
"010","30_315719","30_752496","1","2122747477"
"010","30_315719","30_752497","1","2122747477"
"010","30_315719","30_752498","1","2122747477"
"010","30_315719","30_752499","1","2122747477"
