service_id,date,exception_type
"30_315430","20151117","1"
"30_315430","20151118","1"
"30_315430","20151119","1"
"30_315430","20151120","1"
"30_315430","20151121","1"
"30_315430","20151123","1"
"30_315430","20151124","1"
"30_315430","20151125","1"
"30_315430","20151126","1"
"30_315430","20151127","1"
"30_315430","20151128","1"
"30_315430","20151130","1"
"30_315430","20151201","1"
"30_315430","20151202","1"
"30_315430","20151203","1"
"30_315430","20151204","1"
"30_315430","20151205","1"
"30_315430","20151207","1"
"30_315430","20151209","1"
"30_315430","20151210","1"
"30_315430","20151211","1"
"30_315430","20151212","1"
"30_315430","20151214","1"
"30_315430","20151215","1"
"30_315430","20151216","1"
"30_315430","20151217","1"
"30_315430","20151218","1"
"30_315430","20151219","1"
"30_315430","20151221","1"
"30_315430","20151222","1"
"30_315430","20151223","1"
"30_315430","20151228","1"
"30_315430","20151229","1"
"30_315430","20151230","1"
"30_315436","20141210","1"
"30_315436","20141211","1"
"30_315436","20141212","1"
"30_315436","20141215","1"
"30_315436","20141216","1"
"30_315436","20141217","1"
"30_315436","20141218","1"
"30_315436","20141219","1"
"30_315436","20150108","1"
"30_315436","20150109","1"
"30_315436","20150112","1"
"30_315436","20150113","1"
"30_315436","20150114","1"
"30_315436","20150115","1"
"30_315436","20150116","1"
"30_315436","20150119","1"
"30_315436","20150120","1"
"30_315436","20150121","1"
"30_315436","20150122","1"
"30_315436","20150123","1"
"30_315436","20150126","1"
"30_315436","20150127","1"
"30_315436","20150128","1"
"30_315436","20150129","1"
"30_315436","20150130","1"
"30_315436","20150202","1"
"30_315436","20150203","1"
"30_315436","20150204","1"
"30_315436","20150205","1"
"30_315436","20150206","1"
"30_315436","20150209","1"
"30_315436","20150210","1"
"30_315436","20150211","1"
"30_315436","20150212","1"
"30_315436","20150213","1"
"30_315436","20150216","1"
"30_315436","20150218","1"
"30_315436","20150219","1"
"30_315436","20150220","1"
"30_315436","20150223","1"
"30_315436","20150224","1"
"30_315436","20150225","1"
"30_315436","20150226","1"
"30_315436","20150227","1"
"30_315436","20150302","1"
"30_315436","20150303","1"
"30_315436","20150304","1"
"30_315436","20150305","1"
"30_315436","20150306","1"
"30_315436","20150309","1"
"30_315436","20150310","1"
"30_315436","20150311","1"
"30_315436","20150312","1"
"30_315436","20150313","1"
"30_315436","20150316","1"
"30_315436","20150317","1"
"30_315436","20150318","1"
"30_315436","20150319","1"
"30_315436","20150320","1"
"30_315436","20150323","1"
"30_315436","20150324","1"
"30_315436","20150325","1"
"30_315436","20150326","1"
"30_315436","20150327","1"
"30_315436","20150330","1"
"30_315436","20150331","1"
"30_315436","20150401","1"
"30_315436","20150408","1"
"30_315436","20150409","1"
"30_315436","20150410","1"
"30_315436","20150413","1"
"30_315436","20150414","1"
"30_315436","20150415","1"
"30_315436","20150416","1"
"30_315436","20150417","1"
"30_315436","20150420","1"
"30_315436","20150421","1"
"30_315436","20150422","1"
"30_315436","20150423","1"
"30_315436","20150424","1"
"30_315436","20150427","1"
"30_315436","20150428","1"
"30_315436","20150429","1"
"30_315436","20150430","1"
"30_315436","20150504","1"
"30_315436","20150505","1"
"30_315436","20150506","1"
"30_315436","20150507","1"
"30_315436","20150508","1"
"30_315436","20150511","1"
"30_315436","20150512","1"
"30_315436","20150513","1"
"30_315436","20150514","1"
"30_315436","20150515","1"
"30_315436","20150518","1"
"30_315436","20150519","1"
"30_315436","20150520","1"
"30_315436","20150521","1"
"30_315436","20150522","1"
"30_315436","20150525","1"
"30_315436","20150526","1"
"30_315436","20150527","1"
"30_315436","20150528","1"
"30_315436","20150529","1"
"30_315436","20150601","1"
"30_315436","20150603","1"
"30_315436","20150604","1"
"30_315436","20150605","1"
"30_315436","20150608","1"
"30_315436","20150609","1"
"30_315436","20150610","1"
"30_315436","20150914","1"
"30_315436","20150915","1"
"30_315436","20150916","1"
"30_315436","20150917","1"
"30_315436","20150918","1"
"30_315436","20150921","1"
"30_315436","20150922","1"
"30_315436","20150923","1"
"30_315436","20150924","1"
"30_315436","20150925","1"
"30_315436","20150928","1"
"30_315436","20150929","1"
"30_315436","20150930","1"
"30_315436","20151001","1"
"30_315436","20151002","1"
"30_315436","20151005","1"
"30_315436","20151006","1"
"30_315436","20151007","1"
"30_315436","20151008","1"
"30_315436","20151009","1"
"30_315436","20151012","1"
"30_315436","20151013","1"
"30_315436","20151014","1"
"30_315436","20151015","1"
"30_315436","20151016","1"
"30_315436","20151019","1"
"30_315436","20151020","1"
"30_315436","20151021","1"
"30_315436","20151022","1"
"30_315436","20151023","1"
"30_315436","20151026","1"
"30_315436","20151027","1"
"30_315436","20151028","1"
"30_315436","20151029","1"
"30_315436","20151030","1"
"30_315436","20151102","1"
"30_315436","20151103","1"
"30_315436","20151104","1"
"30_315436","20151105","1"
"30_315436","20151106","1"
"30_315436","20151109","1"
"30_315436","20151110","1"
"30_315436","20151111","1"
"30_315436","20151112","1"
"30_315436","20151113","1"
"30_315436","20151116","1"
"30_315436","20151117","1"
"30_315436","20151118","1"
"30_315436","20151119","1"
"30_315436","20151120","1"
"30_315436","20151123","1"
"30_315436","20151124","1"
"30_315436","20151125","1"
"30_315436","20151126","1"
"30_315436","20151127","1"
"30_315436","20151130","1"
"30_315436","20151201","1"
"30_315436","20151202","1"
"30_315436","20151203","1"
"30_315436","20151204","1"
"30_315436","20151207","1"
"30_315436","20151209","1"
"30_315436","20151210","1"
"30_315436","20151211","1"
"30_315436","20151214","1"
"30_315436","20151215","1"
"30_315436","20151216","1"
"30_315436","20151217","1"
"30_315436","20151218","1"
"30_315436","20151221","1"
"30_315436","20151222","1"
"30_315436","20151223","1"
"30_315436","20151228","1"
"30_315436","20151229","1"
"30_315436","20151230","1"
"30_315437","20141222","1"
"30_315437","20141223","1"
"30_315437","20141227","1"
"30_315437","20141229","1"
"30_315437","20141230","1"
"30_315437","20150102","1"
"30_315437","20150103","1"
"30_315437","20150105","1"
"30_315437","20150107","1"
"30_315437","20150217","1"
"30_315437","20150402","1"
"30_315437","20150403","1"
"30_315437","20150404","1"
"30_315437","20150407","1"
"30_315437","20150611","1"
"30_315437","20150612","1"
"30_315437","20150613","1"
"30_315437","20150615","1"
"30_315437","20150616","1"
"30_315437","20150617","1"
"30_315437","20150618","1"
"30_315437","20150619","1"
"30_315437","20150620","1"
"30_315437","20150622","1"
"30_315437","20150623","1"
"30_315437","20150624","1"
"30_315437","20150625","1"
"30_315437","20150626","1"
"30_315437","20150627","1"
"30_315437","20150629","1"
"30_315437","20150630","1"
"30_315437","20150701","1"
"30_315437","20150702","1"
"30_315437","20150703","1"
"30_315437","20150704","1"
"30_315437","20150706","1"
"30_315437","20150707","1"
"30_315437","20150708","1"
"30_315437","20150709","1"
"30_315437","20150710","1"
"30_315437","20150711","1"
"30_315437","20150713","1"
"30_315437","20150714","1"
"30_315437","20150715","1"
"30_315437","20150716","1"
"30_315437","20150717","1"
"30_315437","20150718","1"
"30_315437","20150720","1"
"30_315437","20150721","1"
"30_315437","20150722","1"
"30_315437","20150723","1"
"30_315437","20150724","1"
"30_315437","20150725","1"
"30_315437","20150727","1"
"30_315437","20150728","1"
"30_315437","20150729","1"
"30_315437","20150730","1"
"30_315437","20150731","1"
"30_315437","20150801","1"
"30_315437","20150803","1"
"30_315437","20150804","1"
"30_315437","20150805","1"
"30_315437","20150806","1"
"30_315437","20150807","1"
"30_315437","20150808","1"
"30_315437","20150810","1"
"30_315437","20150811","1"
"30_315437","20150812","1"
"30_315437","20150813","1"
"30_315437","20150814","1"
"30_315437","20150817","1"
"30_315437","20150818","1"
"30_315437","20150819","1"
"30_315437","20150820","1"
"30_315437","20150821","1"
"30_315437","20150822","1"
"30_315437","20150824","1"
"30_315437","20150825","1"
"30_315437","20150826","1"
"30_315437","20150827","1"
"30_315437","20150828","1"
"30_315437","20150829","1"
"30_315437","20150831","1"
"30_315437","20150901","1"
"30_315437","20150902","1"
"30_315437","20150903","1"
"30_315437","20150904","1"
"30_315437","20150905","1"
"30_315437","20150907","1"
"30_315437","20150908","1"
"30_315437","20150909","1"
"30_315437","20150910","1"
"30_315437","20150911","1"
"30_315437","20150912","1"
"30_315437","20151222","1"
"30_315437","20151223","1"
"30_315437","20151228","1"
"30_315437","20151229","1"
"30_315437","20151230","1"
"30_315439","20141210","1"
"30_315439","20141211","1"
"30_315439","20141212","1"
"30_315439","20141213","1"
"30_315439","20141215","1"
"30_315439","20141216","1"
"30_315439","20141217","1"
"30_315439","20141218","1"
"30_315439","20141219","1"
"30_315439","20141220","1"
"30_315439","20141222","1"
"30_315439","20141223","1"
"30_315439","20141227","1"
"30_315439","20141229","1"
"30_315439","20141230","1"
"30_315439","20150102","1"
"30_315439","20150103","1"
"30_315439","20150105","1"
"30_315439","20150107","1"
"30_315439","20150108","1"
"30_315439","20150109","1"
"30_315439","20150110","1"
"30_315439","20150112","1"
"30_315439","20150113","1"
"30_315439","20150114","1"
"30_315439","20150115","1"
"30_315439","20150116","1"
"30_315439","20150117","1"
"30_315439","20150119","1"
"30_315439","20150120","1"
"30_315439","20150121","1"
"30_315439","20150122","1"
"30_315439","20150123","1"
"30_315439","20150124","1"
"30_315439","20150126","1"
"30_315439","20150127","1"
"30_315439","20150128","1"
"30_315439","20150129","1"
"30_315439","20150130","1"
"30_315439","20150131","1"
"30_315439","20150202","1"
"30_315439","20150203","1"
"30_315439","20150204","1"
"30_315439","20150205","1"
"30_315439","20150206","1"
"30_315439","20150207","1"
"30_315439","20150209","1"
"30_315439","20150210","1"
"30_315439","20150211","1"
"30_315439","20150212","1"
"30_315439","20150213","1"
"30_315439","20150214","1"
"30_315439","20150216","1"
"30_315439","20150217","1"
"30_315439","20150218","1"
"30_315439","20150219","1"
"30_315439","20150220","1"
"30_315439","20150221","1"
"30_315439","20150223","1"
"30_315439","20150224","1"
"30_315439","20150225","1"
"30_315439","20150226","1"
"30_315439","20150227","1"
"30_315439","20150228","1"
"30_315439","20150302","1"
"30_315439","20150303","1"
"30_315439","20150304","1"
"30_315439","20150305","1"
"30_315439","20150306","1"
"30_315439","20150307","1"
"30_315439","20150309","1"
"30_315439","20150310","1"
"30_315439","20150311","1"
"30_315439","20150312","1"
"30_315439","20150313","1"
"30_315439","20150314","1"
"30_315439","20150316","1"
"30_315439","20150317","1"
"30_315439","20150318","1"
"30_315439","20150319","1"
"30_315439","20150320","1"
"30_315439","20150321","1"
"30_315439","20150323","1"
"30_315439","20150324","1"
"30_315439","20150325","1"
"30_315439","20150326","1"
"30_315439","20150327","1"
"30_315439","20150328","1"
"30_315439","20150330","1"
"30_315439","20150331","1"
"30_315439","20150401","1"
"30_315439","20150402","1"
"30_315439","20150403","1"
"30_315439","20150404","1"
"30_315439","20150407","1"
"30_315439","20150408","1"
"30_315439","20150409","1"
"30_315439","20150410","1"
"30_315439","20150411","1"
"30_315439","20150413","1"
"30_315439","20150414","1"
"30_315439","20150415","1"
"30_315439","20150416","1"
"30_315439","20150417","1"
"30_315439","20150418","1"
"30_315439","20150420","1"
"30_315439","20150421","1"
"30_315439","20150422","1"
"30_315439","20150423","1"
"30_315439","20150424","1"
"30_315439","20150427","1"
"30_315439","20150428","1"
"30_315439","20150429","1"
"30_315439","20150430","1"
"30_315439","20150502","1"
"30_315439","20150504","1"
"30_315439","20150505","1"
"30_315439","20150506","1"
"30_315439","20150507","1"
"30_315439","20150508","1"
"30_315439","20150509","1"
"30_315439","20150511","1"
"30_315439","20150512","1"
"30_315439","20150513","1"
"30_315439","20150514","1"
"30_315439","20150515","1"
"30_315439","20150516","1"
"30_315439","20150518","1"
"30_315439","20150519","1"
"30_315439","20150520","1"
"30_315439","20150521","1"
"30_315439","20150522","1"
"30_315439","20150523","1"
"30_315439","20150525","1"
"30_315439","20150526","1"
"30_315439","20150527","1"
"30_315439","20150528","1"
"30_315439","20150529","1"
"30_315439","20150530","1"
"30_315439","20150601","1"
"30_315439","20150603","1"
"30_315439","20150604","1"
"30_315439","20150605","1"
"30_315439","20150606","1"
"30_315439","20150608","1"
"30_315439","20150609","1"
"30_315439","20150610","1"
"30_315439","20150611","1"
"30_315439","20150612","1"
"30_315439","20150613","1"
"30_315439","20150615","1"
"30_315439","20150616","1"
"30_315439","20150617","1"
"30_315439","20150618","1"
"30_315439","20150619","1"
"30_315439","20150620","1"
"30_315439","20150622","1"
"30_315439","20150623","1"
"30_315439","20150624","1"
"30_315439","20150625","1"
"30_315439","20150626","1"
"30_315439","20150627","1"
"30_315439","20150629","1"
"30_315439","20150630","1"
"30_315439","20150701","1"
"30_315439","20150702","1"
"30_315439","20150703","1"
"30_315439","20150704","1"
"30_315439","20150706","1"
"30_315439","20150707","1"
"30_315439","20150708","1"
"30_315439","20150709","1"
"30_315439","20150710","1"
"30_315439","20150711","1"
"30_315439","20150713","1"
"30_315439","20150714","1"
"30_315439","20150715","1"
"30_315439","20150716","1"
"30_315439","20150717","1"
"30_315439","20150718","1"
"30_315439","20150720","1"
"30_315439","20150721","1"
"30_315439","20150722","1"
"30_315439","20150723","1"
"30_315439","20150724","1"
"30_315439","20150725","1"
"30_315439","20150727","1"
"30_315439","20150728","1"
"30_315439","20150729","1"
"30_315439","20150730","1"
"30_315439","20150731","1"
"30_315439","20150801","1"
"30_315439","20150803","1"
"30_315439","20150804","1"
"30_315439","20150805","1"
"30_315439","20150806","1"
"30_315439","20150807","1"
"30_315439","20150808","1"
"30_315439","20150810","1"
"30_315439","20150811","1"
"30_315439","20150812","1"
"30_315439","20150813","1"
"30_315439","20150814","1"
"30_315439","20150817","1"
"30_315439","20150818","1"
"30_315439","20150819","1"
"30_315439","20150820","1"
"30_315439","20150821","1"
"30_315439","20150822","1"
"30_315439","20150824","1"
"30_315439","20150825","1"
"30_315439","20150826","1"
"30_315439","20150827","1"
"30_315439","20150828","1"
"30_315439","20150829","1"
"30_315439","20150831","1"
"30_315439","20150901","1"
"30_315439","20150902","1"
"30_315439","20150903","1"
"30_315439","20150904","1"
"30_315439","20150905","1"
"30_315439","20150907","1"
"30_315439","20150908","1"
"30_315439","20150909","1"
"30_315439","20150910","1"
"30_315439","20150911","1"
"30_315439","20150912","1"
"30_315439","20150914","1"
"30_315439","20150915","1"
"30_315439","20150916","1"
"30_315439","20150917","1"
"30_315439","20150918","1"
"30_315439","20150919","1"
"30_315439","20150921","1"
"30_315439","20150922","1"
"30_315439","20150923","1"
"30_315439","20150924","1"
"30_315439","20150925","1"
"30_315439","20150926","1"
"30_315439","20150928","1"
"30_315439","20150929","1"
"30_315439","20150930","1"
"30_315439","20151001","1"
"30_315439","20151002","1"
"30_315439","20151003","1"
"30_315439","20151005","1"
"30_315439","20151006","1"
"30_315439","20151007","1"
"30_315439","20151008","1"
"30_315439","20151009","1"
"30_315439","20151010","1"
"30_315439","20151012","1"
"30_315439","20151013","1"
"30_315439","20151014","1"
"30_315439","20151015","1"
"30_315439","20151016","1"
"30_315439","20151017","1"
"30_315439","20151019","1"
"30_315439","20151020","1"
"30_315439","20151021","1"
"30_315439","20151022","1"
"30_315439","20151023","1"
"30_315439","20151024","1"
"30_315439","20151026","1"
"30_315439","20151027","1"
"30_315439","20151028","1"
"30_315439","20151029","1"
"30_315439","20151030","1"
"30_315439","20151031","1"
"30_315439","20151102","1"
"30_315439","20151103","1"
"30_315439","20151104","1"
"30_315439","20151105","1"
"30_315439","20151106","1"
"30_315439","20151107","1"
"30_315439","20151109","1"
"30_315439","20151110","1"
"30_315439","20151111","1"
"30_315439","20151112","1"
"30_315439","20151113","1"
"30_315439","20151114","1"
"30_315439","20151116","1"
"30_315439","20151117","1"
"30_315439","20151118","1"
"30_315439","20151119","1"
"30_315439","20151120","1"
"30_315439","20151121","1"
"30_315439","20151123","1"
"30_315439","20151124","1"
"30_315439","20151125","1"
"30_315439","20151126","1"
"30_315439","20151127","1"
"30_315439","20151128","1"
"30_315439","20151130","1"
"30_315439","20151201","1"
"30_315439","20151202","1"
"30_315439","20151203","1"
"30_315439","20151204","1"
"30_315439","20151205","1"
"30_315439","20151207","1"
"30_315439","20151209","1"
"30_315439","20151210","1"
"30_315439","20151211","1"
"30_315439","20151212","1"
"30_315439","20151214","1"
"30_315439","20151215","1"
"30_315439","20151216","1"
"30_315439","20151217","1"
"30_315439","20151218","1"
"30_315439","20151219","1"
"30_315439","20151221","1"
"30_315439","20151222","1"
"30_315439","20151223","1"
"30_315439","20151228","1"
"30_315439","20151229","1"
"30_315439","20151230","1"
"30_315493","20141213","1"
"30_315493","20141220","1"
"30_315493","20150110","1"
"30_315493","20150117","1"
"30_315493","20150124","1"
"30_315493","20150131","1"
"30_315493","20150207","1"
"30_315493","20150214","1"
"30_315493","20150221","1"
"30_315493","20150228","1"
"30_315493","20150307","1"
"30_315493","20150314","1"
"30_315493","20150321","1"
"30_315493","20150328","1"
"30_315493","20150411","1"
"30_315493","20150418","1"
"30_315493","20150502","1"
"30_315493","20150509","1"
"30_315493","20150516","1"
"30_315493","20150523","1"
"30_315493","20150530","1"
"30_315493","20150606","1"
"30_315493","20150919","1"
"30_315493","20150926","1"
"30_315493","20151003","1"
"30_315493","20151010","1"
"30_315493","20151017","1"
"30_315493","20151024","1"
"30_315493","20151031","1"
"30_315493","20151107","1"
"30_315493","20151114","1"
"30_315493","20151121","1"
"30_315493","20151128","1"
"30_315493","20151205","1"
"30_315493","20151212","1"
"30_315493","20151219","1"
"30_315500","20141210","1"
"30_315500","20141211","1"
"30_315500","20141212","1"
"30_315500","20141213","1"
"30_315500","20141215","1"
"30_315500","20141216","1"
"30_315500","20141217","1"
"30_315500","20141218","1"
"30_315500","20141219","1"
"30_315500","20141220","1"
"30_315500","20141222","1"
"30_315500","20141223","1"
"30_315500","20141227","1"
"30_315500","20141229","1"
"30_315500","20141230","1"
"30_315500","20150102","1"
"30_315500","20150103","1"
"30_315500","20150105","1"
"30_315500","20150107","1"
"30_315500","20150108","1"
"30_315500","20150109","1"
"30_315500","20150110","1"
"30_315500","20150112","1"
"30_315500","20150113","1"
"30_315500","20150114","1"
"30_315500","20150115","1"
"30_315500","20150116","1"
"30_315500","20150117","1"
"30_315500","20150119","1"
"30_315500","20150120","1"
"30_315500","20150121","1"
"30_315500","20150122","1"
"30_315500","20150123","1"
"30_315500","20150124","1"
"30_315500","20150126","1"
"30_315500","20150127","1"
"30_315500","20150128","1"
"30_315500","20150129","1"
"30_315500","20150130","1"
"30_315500","20150131","1"
"30_315500","20150202","1"
"30_315500","20150203","1"
"30_315500","20150204","1"
"30_315500","20150205","1"
"30_315500","20150206","1"
"30_315500","20150207","1"
"30_315500","20150209","1"
"30_315500","20150210","1"
"30_315500","20150211","1"
"30_315500","20150212","1"
"30_315500","20150213","1"
"30_315500","20150214","1"
"30_315500","20150216","1"
"30_315500","20150217","1"
"30_315500","20150218","1"
"30_315500","20150219","1"
"30_315500","20150220","1"
"30_315500","20150221","1"
"30_315500","20150223","1"
"30_315500","20150224","1"
"30_315500","20150225","1"
"30_315500","20150226","1"
"30_315500","20150227","1"
"30_315500","20150228","1"
"30_315500","20150302","1"
"30_315500","20150303","1"
"30_315500","20150304","1"
"30_315500","20150305","1"
"30_315500","20150306","1"
"30_315500","20150307","1"
"30_315500","20150309","1"
"30_315500","20150310","1"
"30_315500","20150311","1"
"30_315500","20150312","1"
"30_315500","20150313","1"
"30_315500","20150314","1"
"30_315500","20150316","1"
"30_315500","20150317","1"
"30_315500","20150318","1"
"30_315500","20150319","1"
"30_315500","20150320","1"
"30_315500","20150321","1"
"30_315500","20150323","1"
"30_315500","20150324","1"
"30_315500","20150325","1"
"30_315500","20150326","1"
"30_315500","20150327","1"
"30_315500","20150328","1"
"30_315500","20150330","1"
"30_315500","20150331","1"
"30_315500","20150401","1"
"30_315500","20150402","1"
"30_315500","20150403","1"
"30_315500","20150404","1"
"30_315500","20150407","1"
"30_315500","20150408","1"
"30_315500","20150409","1"
"30_315500","20150410","1"
"30_315500","20150411","1"
"30_315500","20150413","1"
"30_315500","20150414","1"
"30_315500","20150415","1"
"30_315500","20150416","1"
"30_315500","20150417","1"
"30_315500","20150418","1"
"30_315500","20150420","1"
"30_315500","20150421","1"
"30_315500","20150422","1"
"30_315500","20150423","1"
"30_315500","20150424","1"
"30_315500","20150427","1"
"30_315500","20150428","1"
"30_315500","20150429","1"
"30_315500","20150430","1"
"30_315500","20150502","1"
"30_315500","20150504","1"
"30_315500","20150505","1"
"30_315500","20150506","1"
"30_315500","20150507","1"
"30_315500","20150508","1"
"30_315500","20150509","1"
"30_315500","20150511","1"
"30_315500","20150512","1"
"30_315500","20150513","1"
"30_315500","20150514","1"
"30_315500","20150515","1"
"30_315500","20150516","1"
"30_315500","20150518","1"
"30_315500","20150519","1"
"30_315500","20150520","1"
"30_315500","20150521","1"
"30_315500","20150522","1"
"30_315500","20150523","1"
"30_315500","20150525","1"
"30_315500","20150526","1"
"30_315500","20150527","1"
"30_315500","20150528","1"
"30_315500","20150529","1"
"30_315500","20150530","1"
"30_315500","20150601","1"
"30_315500","20150603","1"
"30_315500","20150604","1"
"30_315500","20150605","1"
"30_315500","20150606","1"
"30_315500","20150608","1"
"30_315500","20150609","1"
"30_315500","20150610","1"
"30_315500","20150611","1"
"30_315500","20150612","1"
"30_315500","20150613","1"
"30_315500","20150615","1"
"30_315500","20150616","1"
"30_315500","20150617","1"
"30_315500","20150618","1"
"30_315500","20150619","1"
"30_315500","20150620","1"
"30_315500","20150622","1"
"30_315500","20150623","1"
"30_315500","20150624","1"
"30_315500","20150625","1"
"30_315500","20150626","1"
"30_315500","20150627","1"
"30_315500","20150629","1"
"30_315500","20150630","1"
"30_315500","20150701","1"
"30_315500","20150702","1"
"30_315500","20150703","1"
"30_315500","20150704","1"
"30_315500","20150706","1"
"30_315500","20150707","1"
"30_315500","20150708","1"
"30_315500","20150709","1"
"30_315500","20150710","1"
"30_315500","20150711","1"
"30_315500","20150713","1"
"30_315500","20150714","1"
"30_315500","20150715","1"
"30_315500","20150716","1"
"30_315500","20150717","1"
"30_315500","20150718","1"
"30_315500","20150720","1"
"30_315500","20150721","1"
"30_315500","20150722","1"
"30_315500","20150723","1"
"30_315500","20150724","1"
"30_315500","20150725","1"
"30_315500","20150727","1"
"30_315500","20150728","1"
"30_315500","20150729","1"
"30_315500","20150730","1"
"30_315500","20150731","1"
"30_315500","20150801","1"
"30_315500","20150803","1"
"30_315500","20150804","1"
"30_315500","20150805","1"
"30_315500","20150806","1"
"30_315500","20150807","1"
"30_315500","20150808","1"
"30_315500","20150810","1"
"30_315500","20150811","1"
"30_315500","20150812","1"
"30_315500","20150813","1"
"30_315500","20150814","1"
"30_315500","20150817","1"
"30_315500","20150818","1"
"30_315500","20150819","1"
"30_315500","20150820","1"
"30_315500","20150821","1"
"30_315500","20150822","1"
"30_315500","20150824","1"
"30_315500","20150825","1"
"30_315500","20150826","1"
"30_315500","20150827","1"
"30_315500","20150828","1"
"30_315500","20150829","1"
"30_315500","20150831","1"
"30_315500","20150901","1"
"30_315500","20150902","1"
"30_315500","20150903","1"
"30_315500","20150904","1"
"30_315500","20150905","1"
"30_315500","20150907","1"
"30_315500","20150908","1"
"30_315500","20150909","1"
"30_315500","20150910","1"
"30_315500","20150911","1"
"30_315500","20150912","1"
"30_315500","20150914","1"
"30_315500","20150915","1"
"30_315500","20150916","1"
"30_315500","20150917","1"
"30_315500","20150918","1"
"30_315500","20150919","1"
"30_315500","20150921","1"
"30_315500","20150922","1"
"30_315500","20150923","1"
"30_315500","20150924","1"
"30_315500","20150925","1"
"30_315500","20150926","1"
"30_315500","20150928","1"
"30_315500","20150929","1"
"30_315500","20150930","1"
"30_315500","20151001","1"
"30_315500","20151002","1"
"30_315500","20151003","1"
"30_315500","20151005","1"
"30_315500","20151006","1"
"30_315500","20151007","1"
"30_315500","20151008","1"
"30_315500","20151009","1"
"30_315500","20151010","1"
"30_315500","20151012","1"
"30_315500","20151013","1"
"30_315500","20151014","1"
"30_315500","20151015","1"
"30_315500","20151016","1"
"30_315500","20151017","1"
"30_315500","20151019","1"
"30_315500","20151020","1"
"30_315500","20151021","1"
"30_315500","20151022","1"
"30_315500","20151023","1"
"30_315500","20151024","1"
"30_315500","20151026","1"
"30_315500","20151027","1"
"30_315500","20151028","1"
"30_315500","20151029","1"
"30_315500","20151030","1"
"30_315500","20151031","1"
"30_315500","20151102","1"
"30_315500","20151103","1"
"30_315500","20151104","1"
"30_315500","20151105","1"
"30_315500","20151106","1"
"30_315500","20151107","1"
"30_315500","20151109","1"
"30_315500","20151110","1"
"30_315500","20151111","1"
"30_315500","20151112","1"
"30_315500","20151113","1"
"30_315500","20151114","1"
"30_315500","20151116","1"
"30_315500","20151117","1"
"30_315500","20151118","1"
"30_315500","20151119","1"
"30_315500","20151120","1"
"30_315500","20151121","1"
"30_315500","20151123","1"
"30_315500","20151124","1"
"30_315500","20151125","1"
"30_315500","20151126","1"
"30_315500","20151127","1"
"30_315500","20151128","1"
"30_315500","20151130","1"
"30_315500","20151201","1"
"30_315500","20151202","1"
"30_315500","20151203","1"
"30_315500","20151204","1"
"30_315500","20151205","1"
"30_315500","20151207","1"
"30_315500","20151209","1"
"30_315500","20151210","1"
"30_315500","20151211","1"
"30_315500","20151212","1"
"30_315500","20151214","1"
"30_315500","20151215","1"
"30_315500","20151216","1"
"30_315500","20151217","1"
"30_315500","20151218","1"
"30_315500","20151219","1"
"30_315500","20151221","1"
"30_315500","20151222","1"
"30_315500","20151223","1"
"30_315500","20151228","1"
"30_315500","20151229","1"
"30_315500","20151230","1"
"30_315550","20141214","1"
"30_315550","20141221","1"
"30_315550","20141226","1"
"30_315550","20141228","1"
"30_315550","20150104","1"
"30_315550","20150106","1"
"30_315550","20150111","1"
"30_315550","20150118","1"
"30_315550","20150125","1"
"30_315550","20150201","1"
"30_315550","20150208","1"
"30_315550","20150215","1"
"30_315550","20150222","1"
"30_315550","20150301","1"
"30_315550","20150308","1"
"30_315550","20150315","1"
"30_315550","20150322","1"
"30_315550","20150329","1"
"30_315550","20150406","1"
"30_315550","20150412","1"
"30_315550","20150419","1"
"30_315550","20150425","1"
"30_315550","20150426","1"
"30_315550","20150501","1"
"30_315550","20150503","1"
"30_315550","20150510","1"
"30_315550","20150517","1"
"30_315550","20150524","1"
"30_315550","20150531","1"
"30_315550","20150602","1"
"30_315550","20150607","1"
"30_315550","20150614","1"
"30_315550","20150621","1"
"30_315550","20150628","1"
"30_315550","20150705","1"
"30_315550","20150712","1"
"30_315550","20150719","1"
"30_315550","20150726","1"
"30_315550","20150802","1"
"30_315550","20150809","1"
"30_315550","20150815","1"
"30_315550","20150816","1"
"30_315550","20150823","1"
"30_315550","20150830","1"
"30_315550","20150906","1"
"30_315550","20150913","1"
"30_315550","20150920","1"
"30_315550","20150927","1"
"30_315550","20151004","1"
"30_315550","20151011","1"
"30_315550","20151018","1"
"30_315550","20151025","1"
"30_315550","20151101","1"
"30_315550","20151108","1"
"30_315550","20151115","1"
"30_315550","20151122","1"
"30_315550","20151129","1"
"30_315550","20151206","1"
"30_315550","20151208","1"
"30_315550","20151213","1"
"30_315550","20151220","1"
"30_315550","20151226","1"
"30_315550","20151227","1"
"30_315558","20141210","1"
"30_315558","20141211","1"
"30_315558","20141212","1"
"30_315558","20141213","1"
"30_315558","20141215","1"
"30_315558","20141216","1"
"30_315558","20141217","1"
"30_315558","20141218","1"
"30_315558","20141219","1"
"30_315558","20141220","1"
"30_315558","20141222","1"
"30_315558","20141223","1"
"30_315558","20141227","1"
"30_315558","20141229","1"
"30_315558","20141230","1"
"30_315558","20150102","1"
"30_315558","20150103","1"
"30_315558","20150105","1"
"30_315558","20150107","1"
"30_315558","20150108","1"
"30_315558","20150109","1"
"30_315558","20150110","1"
"30_315558","20150112","1"
"30_315558","20150113","1"
"30_315558","20150114","1"
"30_315558","20150115","1"
