shape_id;shape_pt_lat;shape_pt_lon;shape_pt_sequence
2153350552;40.813251299821;14.6129273002673;1
2153350552;40.8131999999945;14.612990000003;2
2153350552;40.8131899999945;14.613110000003;3
2153350552;40.8132899999944;14.6132300000031;4
2153350552;40.8135999999942;14.6131900000032;5
2153350552;40.8142099999937;14.6132100000033;6
2153350552;40.8146599999933;14.6135700000034;7
2153350552;40.8149599999929;14.6143300000035;8
2153350552;40.8151699999925;14.6149100000035;9
2153350552;40.8139199999934;14.6152300000032;10
2153350552;40.812729999994;14.6156700000029;11
2153350552;40.8113599999947;14.6166300000025;12
2153350552;40.8110799999948;14.6168600000025;13
2153350552;40.8107999999948;14.6172300000024;14
2153350552;40.8106699999949;14.6173500000024;15
2153350552;40.810459999995;14.6174900000023;16
2153350552;40.810369999995;14.6175800000023;17
2153350552;40.8099999999951;14.6182000000022;18
2153350552;40.8098899999951;14.6182500000022;19
2153350552;40.8097199999951;14.6191600000021;20
2153350552;40.809679999995;14.619450000002;21
2153350552;40.8091999999952;14.6199000000019;22
2153350552;40.8084999999955;14.6200400000018;23
2153350552;40.8082899999957;14.6200400000018;24
2153350552;40.807779999996;14.6198400000017;25
2153350552;40.8075599999961;14.6196900000017;26
2153350552;40.8073399999961;14.6200700000016;27
2153350552;40.8071899999961;14.6204000000016;28
2153350552;40.8071599999961;14.6205100000016;29
2153350552;40.8071599999961;14.6209500000015;30
2153350552;40.807229999996;14.6210300000015;31
2153350552;40.8074799999959;14.6212100000016;32
2153350552;40.8079799999956;14.6217600000016;33
2153350552;40.8082799999953;14.6221700000016;34
2153350552;40.808789999995;14.6229900000015;35
2153350552;40.8084499999951;14.6233300000014;36
2153350552;40.8080199999953;14.6235100000014;37
2153350552;40.8076699999955;14.6235200000013;38
2153350552;40.8073799999956;14.6235500000013;39
2153350552;40.8072899999957;14.6236000000013;40
2153350552;40.8071499999957;14.6237700000013;41
2153350552;40.8065899999959;14.6246400000011;42
2153350552;40.806409999996;14.6248400000011;43
2153350552;40.806199999996;14.625150000001;44
2153350552;40.8059899999961;14.625520000001;45
2153350552;40.8058999999961;14.6256500000009;46
2153350552;40.8058099999961;14.6257100000009;47
2153350552;40.8053899999963;14.6260700000008;48
2153350552;40.8053099999963;14.6260800000008;49
2153350552;40.8051199999964;14.6260600000008;50
2153350552;40.8049799999965;14.6259900000008;51
2153350552;40.8047499999966;14.6258400000008;52
2153350552;40.8042499999968;14.6253700000008;53
2153350552;40.803989999997;14.6249500000009;54
2153350552;40.8038199999971;14.6245100000009;55
2153350552;40.8037699999971;14.6244300000009;56
2153350552;40.8033199999973;14.6240300000009;57
2153350552;40.8029799999974;14.6236100000009;58
2153350552;40.8027399999975;14.6235300000009;59
2153350552;40.8019799999977;14.6241600000008;60
2153350552;40.8016899999978;14.6238800000008;61
2153350552;40.801289999998;14.6232600000008;62
2153350552;40.8010299999981;14.6234500000007;63
2153350552;40.8007299999981;14.6237700000007;64
2153350552;40.8005399999982;14.6240700000007;65
2153350552;40.8002299999982;14.6243900000006;66
2153350552;40.7996899999983;14.6248200000006;67
2153350552;40.7991399999984;14.6253100000005;68
2153350552;40.7985499999986;14.6256200000005;69
2153350552;40.7979099999987;14.6259100000004;70
2153350552;40.7975399999988;14.6260300000004;71
2153350552;40.7974899999988;14.6260900000004;72
2153350552;40.7974399999988;14.6262400000004;73
2153350552;40.7973099999988;14.6267900000004;74
2153350552;40.7968799999988;14.6276400000003;75
2153350552;40.795659999999;14.6296600000002;76
2153350552;40.7942899999992;14.63153;77
2153350552;40.7941999999992;14.63168;78
2153350552;40.7938399999992;14.6321;79
2153350552;40.7934299999993;14.63244;80
2153350552;40.7926199999994;14.63349;81
2153350552;40.7921799999995;14.6339499999999;82
2153350552;40.7914799999996;14.6348699999999;83
2153350552;40.7925799999995;14.6362599999999;84
2153350552;40.7932799999994;14.6371799999998;85
2153350552;40.7934699999994;14.6373999999998;86
2153350552;40.7939299999994;14.6380199999998;87
2153350552;40.7946499999993;14.6394599999997;88
2153350552;40.7949299999993;14.6398699999997;89
2153350552;40.7950699999993;14.6400399999997;90
2153350552;40.7953199999993;14.6404399999997;91
2153350552;40.7954299999993;14.6406799999996;92
2153350552;40.7964799999992;14.6422599999996;93
2153350552;40.7967199999992;14.6424799999996;94
2153350552;40.7957499999995;14.6437099999996;95
2153350552;40.7952799999996;14.6441199999997;96
2153350552;40.7936399999999;14.6457199999999;97
2153350552;40.79317;14.64609;98
2153350552;40.79272;14.6464800000001;99
2153350552;40.7925800000001;14.6467900000001;100
2153350552;40.7922600000001;14.6471200000002;101
2153350552;40.7917400000002;14.6475700000002;102
2153350552;40.7911700000003;14.6481600000004;103
2153350552;40.7910300000003;14.6482000000004;104
2153350552;40.7907000000004;14.6484400000004;105
2153350552;40.7902800000004;14.6488400000005;106
2153350552;40.7897300000005;14.6494400000007;107
2153350552;40.7894900000005;14.6496100000007;108
2153350552;40.7876300000005;14.6496200000009;109
2153350552;40.7868100000004;14.6495700000009;110
2153350552;40.7861900000004;14.6490300000008;111
2153350552;40.7859000000004;14.6488300000008;112
2153350552;40.7856100000004;14.6486700000008;113
2153350552;40.7845300000003;14.6478200000007;114
2153350552;40.7842500000003;14.6476600000007;115
2153350552;40.7837600000003;14.6475100000007;116
2153350552;40.7830200000002;14.6473800000007;117
2153350552;40.7824200000002;14.6473800000007;118
2153350552;40.7814300000001;14.6474200000007;119
2153350552;40.7811300000001;14.6474100000007;120
2153350552;40.7803300000001;14.6473100000007;121
2153350552;40.77926;14.6470900000007;122
