shape_id;shape_pt_lat;shape_pt_lon;shape_pt_sequence
947680930;40.7548236268301;14.7814658610764;1
947680930;40.754786389802;14.781381639625;2
947680930;40.7538731099897;14.7815430899967;3
947680930;40.7537899999897;14.7813599999967;4
947680930;40.7533399999899;14.780579999997;5
947680930;40.7527699999903;14.7797799999972;6
947680930;40.7523599999905;14.7793799999974;7
947680930;40.7521099999907;14.7790599999975;8
947680930;40.7517899999909;14.7785599999976;9
947680930;40.7516099999909;14.7782599999977;10
947680930;40.7513199999911;14.7776799999979;11
947680930;40.7511799999911;14.777219999998;12
947680930;40.7511599999911;14.7767599999981;13
947680930;40.751009999991;14.7754499999984;14
947680930;40.750999999991;14.7752099999984;15
947680930;40.7508899999911;14.7750999999985;16
947680930;40.7507799999912;14.7750499999985;17
947680930;40.7503799999915;14.7752399999985;18
947680930;40.7500499999918;14.7753699999985;19
947680930;40.7499999999918;14.7749799999986;20
947680930;40.7499599999917;14.7745099999987;21
947680930;40.7500199999916;14.773299999999;22
947680930;40.7499199999916;14.7726099999991;23
947680930;40.7499399999916;14.7720699999993;24
947680930;40.7500099999915;14.7716699999994;25
947680930;40.749249999992;14.7709799999995;26
947680930;40.7484899999926;14.7705699999996;27
947680930;40.7480099999929;14.7704299999997;28
947680930;40.7472799999933;14.7704599999997;29
947680930;40.7467499999937;14.7703999999997;30
947680930;40.746229999994;14.7704299999997;31
947680930;40.7450199999946;14.7706599999997;32
947680930;40.7448999999947;14.7694399999999;33
947680930;40.7448899999947;14.76922;34
947680930;40.7449499999947;14.76883;35
947680930;40.7451299999946;14.7680000000002;36
947680930;40.7445999999949;14.7677700000002;37
947680930;40.7442099999951;14.7675600000002;38
947680930;40.7435999999954;14.7670800000003;39
947680930;40.7430099999957;14.7666600000004;40
947680930;40.7426099999959;14.7664100000004;41
947680930;40.7418799999962;14.7658100000004;42
947680930;40.7415899999963;14.7655300000005;43
947680930;40.7414099999964;14.7652500000005;44
947680930;40.7412599999965;14.7648000000006;45
947680930;40.7412499999965;14.7646800000006;46
947680930;40.7404399999969;14.7644400000006;47
947680930;40.740099999997;14.7642200000006;48
947680930;40.7398599999971;14.7641000000006;49
947680930;40.7396999999971;14.7639600000006;50
947680930;40.7396299999972;14.7638300000006;51
947680930;40.7395399999972;14.7634900000006;52
947680930;40.7394599999973;14.7633900000006;53
947680930;40.7393399999973;14.7632900000006;54
947680930;40.7391599999974;14.7631900000006;55
947680930;40.7389699999975;14.7631400000006;56
947680930;40.7387599999975;14.7631500000006;57
947680930;40.7385599999976;14.7631200000006;58
947680930;40.7381399999977;14.7629900000006;59
947680930;40.7379799999978;14.7628600000006;60
947680930;40.7377999999978;14.7626100000006;61
947680930;40.7376399999979;14.7624800000006;62
947680930;40.737379999998;14.7623700000006;63
947680930;40.7370699999981;14.7622900000006;64
947680930;40.7364499999983;14.7620700000006;65
947680930;40.7363499999983;14.7619800000006;66
947680930;40.7362399999983;14.7618100000006;67
947680930;40.7362099999984;14.7616400000006;68
947680930;40.7361999999984;14.7614100000006;69
947680930;40.7362099999984;14.7609300000006;70
947680930;40.7360299999985;14.7608800000006;71
947680930;40.7352799999986;14.7609100000005;72
947680930;40.7351599999987;14.7609400000005;73
947680930;40.7349799999987;14.7610400000005;74
947680930;40.7348399999987;14.7610900000005;75
947680930;40.7347499999987;14.7611000000005;76
947680930;40.7345099999988;14.7610300000005;77
947680930;40.7341599999989;14.7608500000005;78
947680930;40.733879999999;14.7604500000005;79
947680930;40.733809999999;14.7604200000005;80
947680930;40.733719999999;14.7604100000005;81
947680930;40.7333899999991;14.7604500000004;82
947680930;40.7332999999991;14.7605100000004;83
947680930;40.7330999999991;14.7608900000004;84
947680930;40.7329999999991;14.7610200000004;85
947680930;40.7328199999991;14.7611100000004;86
947680930;40.7319399999993;14.7614000000003;87
947680930;40.7317999999993;14.7614200000003;88
947680930;40.7315499999993;14.7613800000003;89
947680930;40.7313099999994;14.7612900000003;90
947680930;40.7309599999994;14.7610400000003;91
947680930;40.7307999999995;14.7608900000003;92
947680930;40.7305299999995;14.7605800000003;93
947680930;40.7303199999995;14.7604400000003;94
947680930;40.7301199999996;14.7603800000002;95
947680930;40.7299899999996;14.7603800000002;96
947680930;40.7298099999996;14.7604800000002;97
947680930;40.7294199999996;14.7608000000002;98
947680930;40.7291499999996;14.7609900000002;99
947680930;40.7289499999996;14.7611200000002;100
947680930;40.7288499999997;14.7611500000002;101
947680930;40.7286999999997;14.7610900000002;102
947680930;40.7283599999997;14.7608300000002;103
947680930;40.7280199999998;14.7606000000001;104
947680930;40.7275499999998;14.7604000000001;105
947680930;40.7274199999998;14.7604000000001;106
947680930;40.7270299999998;14.7606100000001;107
947680930;40.7268699999999;14.7606700000001;108
947680930;40.7262899999999;14.7608200000001;109
947680930;40.7260499999999;14.7609700000001;110
947680930;40.7259999999999;14.7609800000001;111
947680930;40.7259699999999;14.7609600000001;112
947680930;40.7259599999999;14.7609100000001;113
947680930;40.7259799999999;14.7608600000001;114
947680930;40.7261099999999;14.7607000000001;115
947680930;40.7263499999999;14.7605900000001;116
947680930;40.7265999999999;14.7603800000001;117
947680930;40.7265699999999;14.7602500000001;118
947680930;40.7265199999999;14.7602500000001;119
947680930;40.7264699999999;14.7603200000001;120
947680930;40.7260999999999;14.7604900000001;121
947680930;40.7258799999999;14.7606400000001;122
947680930;40.7255499999999;14.7609400000001;123
947680930;40.7249999999999;14.76124;124
947680930;40.7248199999999;14.76129;125
947680930;40.72459;14.76129;126
947680930;40.72422;14.76133;127
